image,MEL,NV,BCC,AKIEC,BKL,DF,VASC
ISIC_0026027,0,1,0,0,0,0,0
ISIC_0026028,0,1,0,0,0,0,0
ISIC_0026029,0,1,0,0,0,0,0
ISIC_0026030,0,1,0,0,0,0,0
ISIC_0026031,0,1,0,0,0,0,0
ISIC_0026032,0,1,0,0,0,0,0
ISIC_0026033,0,1,0,0,0,0,0
ISIC_0026034,0,1,0,0,0,0,0
ISIC_0026035,0,1,0,0,0,0,0
ISIC_0026036,0,1,0,0,0,0,0
ISIC_0026037,0,1,0,0,0,0,0
ISIC_0026038,0,1,0,0,0,0,0
ISIC_0026039,0,1,0,0,0,0,0
ISIC_0026040,0,0,0,1,0,0,0
ISIC_0026041,0,1,0,0,0,0,0
ISIC_0026042,0,0,0,0,1,0,0
ISIC_0026043,0,1,0,0,0,0,0
ISIC_0026044,0,0,0,0,1,0,0
ISIC_0026045,1,0,0,0,0,0,0
ISIC_0026046,0,0,0,0,1,0,0
ISIC_0026047,0,1,0,0,0,0,0
ISIC_0026048,0,1,0,0,0,0,0
ISIC_0026049,0,1,0,0,0,0,0
ISIC_0026050,0,1,0,0,0,0,0
ISIC_0026051,0,1,0,0,0,0,0
ISIC_0026052,0,1,0,0,0,0,0
ISIC_0026053,0,1,0,0,0,0,0
ISIC_0026054,0,1,0,0,0,0,0
ISIC_0026055,0,1,0,0,0,0,0
ISIC_0026056,0,0,1,0,0,0,0
ISIC_0026057,0,1,0,0,0,0,0
ISIC_0026058,0,1,0,0,0,0,0
ISIC_0026059,0,1,0,0,0,0,0
ISIC_0026060,0,0,0,0,1,0,0
ISIC_0026061,0,1,0,0,0,0,0
ISIC_0026062,0,1,0,0,0,0,0
ISIC_0026063,0,1,0,0,0,0,0
ISIC_0026064,0,1,0,0,0,0,0
ISIC_0026065,0,1,0,0,0,0,0
ISIC_0026066,0,1,0,0,0,0,0
ISIC_0026067,0,1,0,0,0,0,0
ISIC_0026068,0,0,0,0,0,0,1
ISIC_0026069,0,0,0,0,1,0,0
ISIC_0026070,0,0,0,0,1,0,0
ISIC_0026071,0,1,0,0,0,0,0
ISIC_0026072,0,0,0,0,1,0,0
ISIC_0026073,0,1,0,0,0,0,0
ISIC_0026074,0,0,1,0,0,0,0
ISIC_0026075,0,1,0,0,0,0,0
ISIC_0026076,0,1,0,0,0,0,0
ISIC_0026077,0,1,0,0,0,0,0
ISIC_0026078,0,1,0,0,0,0,0
ISIC_0026079,0,1,0,0,0,0,0
ISIC_0026080,0,1,0,0,0,0,0
ISIC_0026081,1,0,0,0,0,0,0
ISIC_0026082,0,1,0,0,0,0,0
ISIC_0026083,0,0,0,1,0,0,0
ISIC_0026084,0,1,0,0,0,0,0
ISIC_0026085,0,0,0,0,1,0,0
ISIC_0026086,1,0,0,0,0,0,0
ISIC_0026087,0,1,0,0,0,0,0
ISIC_0026088,0,1,0,0,0,0,0
ISIC_0026089,1,0,0,0,0,0,0
ISIC_0026090,0,0,1,0,0,0,0
ISIC_0026091,0,0,1,0,0,0,0
ISIC_0026092,0,0,0,0,0,0,1
ISIC_0026093,0,1,0,0,0,0,0
ISIC_0026094,1,0,0,0,0,0,0
ISIC_0026095,0,1,0,0,0,0,0
ISIC_0026096,0,1,0,0,0,0,0
ISIC_0026097,0,1,0,0,0,0,0
ISIC_0026098,0,1,0,0,0,0,0
ISIC_0026099,0,1,0,0,0,0,0
ISIC_0026100,0,0,0,1,0,0,0
ISIC_0026101,0,1,0,0,0,0,0
ISIC_0026102,0,1,0,0,0,0,0
ISIC_0026103,0,1,0,0,0,0,0
ISIC_0026104,0,0,0,0,1,0,0
ISIC_0026105,1,0,0,0,0,0,0
ISIC_0026106,0,1,0,0,0,0,0
ISIC_0026107,0,0,0,0,1,0,0
ISIC_0026108,0,1,0,0,0,0,0
ISIC_0026109,0,1,0,0,0,0,0
ISIC_0026110,0,1,0,0,0,0,0
ISIC_0026111,0,1,0,0,0,0,0
ISIC_0026112,0,1,0,0,0,0,0
ISIC_0026113,1,0,0,0,0,0,0
ISIC_0026114,0,1,0,0,0,0,0
ISIC_0026115,1,0,0,0,0,0,0
ISIC_0026116,0,1,0,0,0,0,0
ISIC_0026117,0,0,1,0,0,0,0
ISIC_0026118,0,0,1,0,0,0,0
ISIC_0026119,0,1,0,0,0,0,0
ISIC_0026120,1,0,0,0,0,0,0
ISIC_0026121,0,1,0,0,0,0,0
ISIC_0026122,0,1,0,0,0,0,0
ISIC_0026123,0,1,0,0,0,0,0
ISIC_0026124,0,1,0,0,0,0,0
ISIC_0026125,0,1,0,0,0,0,0
ISIC_0026126,0,1,0,0,0,0,0
ISIC_0026127,0,1,0,0,0,0,0
ISIC_0026128,0,1,0,0,0,0,0
ISIC_0026129,0,1,0,0,0,0,0
ISIC_0026130,0,1,0,0,0,0,0
ISIC_0026131,1,0,0,0,0,0,0
ISIC_0026132,0,0,0,1,0,0,0
ISIC_0026133,0,1,0,0,0,0,0
ISIC_0026134,0,1,0,0,0,0,0
ISIC_0026135,0,0,0,0,1,0,0
ISIC_0026136,0,1,0,0,0,0,0
ISIC_0026137,0,1,0,0,0,0,0
ISIC_0026138,0,0,0,1,0,0,0
ISIC_0026139,0,0,0,0,1,0,0
ISIC_0026140,0,1,0,0,0,0,0
ISIC_0026141,0,1,0,0,0,0,0
ISIC_0026142,0,0,0,0,1,0,0
ISIC_0026143,0,1,0,0,0,0,0
ISIC_0026144,0,1,0,0,0,0,0
ISIC_0026145,0,1,0,0,0,0,0
ISIC_0026146,0,1,0,0,0,0,0
ISIC_0026147,0,1,0,0,0,0,0
ISIC_0026148,0,1,0,0,0,0,0
ISIC_0026149,0,0,0,1,0,0,0
ISIC_0026150,1,0,0,0,0,0,0
ISIC_0026151,0,1,0,0,0,0,0
ISIC_0026152,0,0,0,1,0,0,0
ISIC_0026153,0,0,0,0,1,0,0
ISIC_0026154,0,0,1,0,0,0,0
ISIC_0026155,0,1,0,0,0,0,0
ISIC_0026156,0,0,1,0,0,0,0
ISIC_0026157,0,1,0,0,0,0,0
ISIC_0026158,1,0,0,0,0,0,0
ISIC_0026159,0,0,0,0,1,0,0
ISIC_0026160,0,1,0,0,0,0,0
ISIC_0026161,0,1,0,0,0,0,0
ISIC_0026162,0,1,0,0,0,0,0
ISIC_0026163,0,0,0,0,0,0,1
ISIC_0026164,0,1,0,0,0,0,0
ISIC_0026165,0,1,0,0,0,0,0
ISIC_0026166,0,1,0,0,0,0,0
ISIC_0026167,1,0,0,0,0,0,0
ISIC_0026168,0,1,0,0,0,0,0
ISIC_0026169,0,1,0,0,0,0,0
ISIC_0026170,0,1,0,0,0,0,0
ISIC_0026171,0,0,0,1,0,0,0
ISIC_0026172,0,1,0,0,0,0,0
ISIC_0026173,0,1,0,0,0,0,0
ISIC_0026174,0,0,0,0,1,0,0
ISIC_0026175,0,1,0,0,0,0,0
ISIC_0026176,0,1,0,0,0,0,0
ISIC_0026177,0,1,0,0,0,0,0
ISIC_0026178,0,0,0,1,0,0,0
ISIC_0026179,0,1,0,0,0,0,0
ISIC_0026180,0,1,0,0,0,0,0
ISIC_0026181,0,1,0,0,0,0,0
ISIC_0026182,0,1,0,0,0,0,0
ISIC_0026183,0,1,0,0,0,0,0
ISIC_0026184,0,1,0,0,0,0,0
ISIC_0026185,0,1,0,0,0,0,0
ISIC_0026186,0,1,0,0,0,0,0
ISIC_0026187,0,1,0,0,0,0,0
ISIC_0026188,1,0,0,0,0,0,0
ISIC_0026189,0,1,0,0,0,0,0
ISIC_0026190,0,1,0,0,0,0,0
ISIC_0026191,0,1,0,0,0,0,0
ISIC_0026192,0,0,1,0,0,0,0
ISIC_0026193,0,1,0,0,0,0,0
ISIC_0026194,0,0,0,1,0,0,0
ISIC_0026195,0,1,0,0,0,0,0
ISIC_0026196,0,1,0,0,0,0,0
ISIC_0026197,0,1,0,0,0,0,0
ISIC_0026198,0,1,0,0,0,0,0
ISIC_0026199,0,1,0,0,0,0,0
ISIC_0026200,0,1,0,0,0,0,0
ISIC_0026201,0,1,0,0,0,0,0
ISIC_0026202,0,1,0,0,0,0,0
ISIC_0026203,0,0,0,1,0,0,0
ISIC_0026204,0,1,0,0,0,0,0
ISIC_0026205,0,0,0,0,1,0,0
ISIC_0026206,0,0,0,1,0,0,0
ISIC_0026207,1,0,0,0,0,0,0
ISIC_0026208,0,1,0,0,0,0,0
ISIC_0026209,0,1,0,0,0,0,0
ISIC_0026210,0,1,0,0,0,0,0
ISIC_0026211,0,1,0,0,0,0,0
ISIC_0026212,0,0,0,1,0,0,0
ISIC_0026213,0,0,1,0,0,0,0
ISIC_0026214,0,1,0,0,0,0,0
ISIC_0026215,0,1,0,0,0,0,0
ISIC_0026216,0,1,0,0,0,0,0
ISIC_0026217,0,1,0,0,0,0,0
ISIC_0026218,0,1,0,0,0,0,0
ISIC_0026219,0,0,0,0,1,0,0
ISIC_0026220,0,1,0,0,0,0,0
ISIC_0026221,0,1,0,0,0,0,0
ISIC_0026222,0,1,0,0,0,0,0
ISIC_0026223,0,1,0,0,0,0,0
ISIC_0026224,0,1,0,0,0,0,0
ISIC_0026225,0,1,0,0,0,0,0
ISIC_0026226,0,1,0,0,0,0,0
ISIC_0026227,0,1,0,0,0,0,0
ISIC_0026228,0,1,0,0,0,0,0
ISIC_0026229,1,0,0,0,0,0,0
ISIC_0026230,0,0,1,0,0,0,0
ISIC_0026231,0,1,0,0,0,0,0
ISIC_0026232,0,1,0,0,0,0,0
ISIC_0026233,0,1,0,0,0,0,0
ISIC_0026234,0,1,0,0,0,0,0
ISIC_0026235,0,1,0,0,0,0,0
ISIC_0026236,1,0,0,0,0,0,0
ISIC_0026237,0,1,0,0,0,0,0
ISIC_0026238,0,1,0,0,0,0,0
ISIC_0026239,1,0,0,0,0,0,0
ISIC_0026240,0,1,0,0,0,0,0
ISIC_0026241,0,1,0,0,0,0,0
ISIC_0026242,0,1,0,0,0,0,0
ISIC_0026243,0,1,0,0,0,0,0
ISIC_0026244,0,1,0,0,0,0,0
ISIC_0026245,0,0,0,0,1,0,0
ISIC_0026246,0,1,0,0,0,0,0
ISIC_0026247,1,0,0,0,0,0,0
ISIC_0026248,0,0,0,0,1,0,0
ISIC_0026249,0,0,0,0,1,0,0
ISIC_0026250,0,1,0,0,0,0,0
ISIC_0026251,0,1,0,0,0,0,0
ISIC_0026252,0,1,0,0,0,0,0
ISIC_0026253,0,1,0,0,0,0,0
ISIC_0026254,0,0,0,0,0,1,0
ISIC_0026255,0,1,0,0,0,0,0
ISIC_0026256,0,1,0,0,0,0,0
ISIC_0026257,0,1,0,0,0,0,0
ISIC_0026258,1,0,0,0,0,0,0
ISIC_0026259,0,1,0,0,0,0,0
ISIC_0026260,0,1,0,0,0,0,0
ISIC_0026261,0,1,0,0,0,0,0
ISIC_0026262,0,0,0,0,1,0,0
ISIC_0026263,0,0,0,0,1,0,0
ISIC_0026264,0,1,0,0,0,0,0
ISIC_0026265,0,0,0,0,1,0,0
ISIC_0026266,1,0,0,0,0,0,0
ISIC_0026267,0,1,0,0,0,0,0
ISIC_0026268,1,0,0,0,0,0,0
ISIC_0026269,0,1,0,0,0,0,0
ISIC_0026270,0,1,0,0,0,0,0
ISIC_0026271,0,1,0,0,0,0,0
ISIC_0026272,0,1,0,0,0,0,0
ISIC_0026273,0,0,0,0,1,0,0
ISIC_0026274,0,1,0,0,0,0,0
ISIC_0026275,0,0,1,0,0,0,0
ISIC_0026276,0,0,0,0,1,0,0
ISIC_0026277,0,0,0,0,1,0,0
ISIC_0026278,0,1,0,0,0,0,0
ISIC_0026279,0,1,0,0,0,0,0
ISIC_0026280,0,0,0,0,1,0,0
ISIC_0026281,1,0,0,0,0,0,0
ISIC_0026282,0,0,1,0,0,0,0
ISIC_0026283,0,1,0,0,0,0,0
ISIC_0026284,0,1,0,0,0,0,0
ISIC_0026285,0,1,0,0,0,0,0
ISIC_0026286,0,0,0,0,1,0,0
ISIC_0026287,0,1,0,0,0,0,0
ISIC_0026288,0,1,0,0,0,0,0
ISIC_0026289,0,1,0,0,0,0,0
ISIC_0026290,0,0,0,0,1,0,0
ISIC_0026291,0,0,0,0,1,0,0
ISIC_0026292,0,1,0,0,0,0,0
ISIC_0026293,0,1,0,0,0,0,0
ISIC_0026294,0,1,0,0,0,0,0
ISIC_0026295,0,1,0,0,0,0,0
ISIC_0026296,1,0,0,0,0,0,0
ISIC_0026297,0,1,0,0,0,0,0
ISIC_0026298,0,0,0,0,1,0,0
ISIC_0026299,0,1,0,0,0,0,0
ISIC_0026300,0,1,0,0,0,0,0
ISIC_0026301,0,0,0,0,1,0,0
ISIC_0026302,0,1,0,0,0,0,0
ISIC_0026303,0,1,0,0,0,0,0
ISIC_0026304,0,1,0,0,0,0,0
ISIC_0026305,0,1,0,0,0,0,0
ISIC_0026306,0,1,0,0,0,0,0
ISIC_0026307,0,1,0,0,0,0,0
ISIC_0026308,0,1,0,0,0,0,0
ISIC_0026309,0,1,0,0,0,0,0
ISIC_0026310,0,1,0,0,0,0,0
ISIC_0026311,0,0,0,0,1,0,0
ISIC_0026312,0,1,0,0,0,0,0
ISIC_0026313,0,0,0,0,0,1,0
ISIC_0026314,1,0,0,0,0,0,0
ISIC_0026315,0,1,0,0,0,0,0
ISIC_0026316,0,0,0,0,1,0,0
ISIC_0026317,0,1,0,0,0,0,0
ISIC_0026318,0,1,0,0,0,0,0
ISIC_0026319,0,0,0,1,0,0,0
ISIC_0026320,0,1,0,0,0,0,0
ISIC_0026321,0,0,1,0,0,0,0
ISIC_0026322,0,1,0,0,0,0,0
ISIC_0026323,0,1,0,0,0,0,0
ISIC_0026324,0,0,1,0,0,0,0
ISIC_0026325,0,1,0,0,0,0,0
ISIC_0026326,0,1,0,0,0,0,0
ISIC_0026327,0,0,0,1,0,0,0
ISIC_0026328,0,1,0,0,0,0,0
ISIC_0026329,0,1,0,0,0,0,0
ISIC_0026330,0,1,0,0,0,0,0
ISIC_0026331,0,1,0,0,0,0,0
ISIC_0026332,0,1,0,0,0,0,0
ISIC_0026333,0,1,0,0,0,0,0
ISIC_0026334,0,1,0,0,0,0,0
ISIC_0026335,0,0,0,0,1,0,0
ISIC_0026336,0,0,0,0,0,0,1
ISIC_0026337,0,0,1,0,0,0,0
ISIC_0026338,0,1,0,0,0,0,0
ISIC_0026339,0,1,0,0,0,0,0
ISIC_0026340,0,1,0,0,0,0,0
ISIC_0026341,0,1,0,0,0,0,0
ISIC_0026342,0,1,0,0,0,0,0
ISIC_0026343,0,0,1,0,0,0,0
ISIC_0026344,0,1,0,0,0,0,0
ISIC_0026345,0,1,0,0,0,0,0
ISIC_0026346,0,1,0,0,0,0,0
ISIC_0026347,0,1,0,0,0,0,0
ISIC_0026348,0,1,0,0,0,0,0
ISIC_0026349,0,0,0,0,0,0,1
ISIC_0026350,0,0,1,0,0,0,0
ISIC_0026351,0,0,0,0,1,0,0
ISIC_0026352,1,0,0,0,0,0,0
ISIC_0026353,0,1,0,0,0,0,0
ISIC_0026354,0,1,0,0,0,0,0
ISIC_0026355,0,1,0,0,0,0,0
ISIC_0026356,0,1,0,0,0,0,0
ISIC_0026357,0,1,0,0,0,0,0
ISIC_0026358,0,1,0,0,0,0,0
ISIC_0026359,0,1,0,0,0,0,0
ISIC_0026360,1,0,0,0,0,0,0
ISIC_0026361,0,1,0,0,0,0,0
ISIC_0026362,0,0,0,1,0,0,0
ISIC_0026363,0,1,0,0,0,0,0
ISIC_0026364,0,1,0,0,0,0,0
ISIC_0026365,0,0,0,0,1,0,0
ISIC_0026366,0,1,0,0,0,0,0
ISIC_0026367,0,1,0,0,0,0,0
ISIC_0026368,0,1,0,0,0,0,0
ISIC_0026369,1,0,0,0,0,0,0
ISIC_0026370,0,1,0,0,0,0,0
ISIC_0026371,0,1,0,0,0,0,0
ISIC_0026372,0,1,0,0,0,0,0
ISIC_0026373,0,1,0,0,0,0,0
ISIC_0026374,0,1,0,0,0,0,0
ISIC_0026375,0,1,0,0,0,0,0
ISIC_0026376,0,1,0,0,0,0,0
ISIC_0026377,0,1,0,0,0,0,0
ISIC_0026378,0,0,0,0,1,0,0
ISIC_0026379,0,1,0,0,0,0,0
ISIC_0026380,0,1,0,0,0,0,0
ISIC_0026381,0,1,0,0,0,0,0
ISIC_0026382,0,1,0,0,0,0,0
ISIC_0026383,0,1,0,0,0,0,0
ISIC_0026384,0,1,0,0,0,0,0
ISIC_0026385,0,1,0,0,0,0,0
ISIC_0026386,0,1,0,0,0,0,0
ISIC_0026387,0,1,0,0,0,0,0
ISIC_0026388,0,0,0,1,0,0,0
ISIC_0026389,0,1,0,0,0,0,0
ISIC_0026390,0,1,0,0,0,0,0
ISIC_0026391,0,1,0,0,0,0,0
ISIC_0026392,0,1,0,0,0,0,0
ISIC_0026393,0,0,0,0,0,0,1
ISIC_0026394,0,1,0,0,0,0,0
ISIC_0026395,0,0,1,0,0,0,0
ISIC_0026396,0,1,0,0,0,0,0
ISIC_0026397,0,1,0,0,0,0,0
ISIC_0026398,0,1,0,0,0,0,0
ISIC_0026399,0,1,0,0,0,0,0
ISIC_0026400,0,1,0,0,0,0,0
ISIC_0026401,0,1,0,0,0,0,0
ISIC_0026402,0,1,0,0,0,0,0
ISIC_0026403,0,1,0,0,0,0,0
ISIC_0026404,0,1,0,0,0,0,0
ISIC_0026405,0,1,0,0,0,0,0
ISIC_0026406,0,1,0,0,0,0,0
ISIC_0026407,0,1,0,0,0,0,0
ISIC_0026408,0,1,0,0,0,0,0
ISIC_0026409,0,0,0,0,1,0,0
ISIC_0026410,0,1,0,0,0,0,0
ISIC_0026411,0,0,0,1,0,0,0
ISIC_0026412,0,1,0,0,0,0,0
ISIC_0026413,0,1,0,0,0,0,0
ISIC_0026414,0,1,0,0,0,0,0
ISIC_0026415,0,1,0,0,0,0,0
ISIC_0026416,0,0,0,0,1,0,0
ISIC_0026417,0,0,0,0,0,1,0
ISIC_0026418,0,1,0,0,0,0,0
ISIC_0026419,0,1,0,0,0,0,0
ISIC_0026420,1,0,0,0,0,0,0
ISIC_0026421,0,1,0,0,0,0,0
ISIC_0026422,0,0,0,0,1,0,0
ISIC_0026423,0,1,0,0,0,0,0
ISIC_0026424,0,1,0,0,0,0,0
ISIC_0026425,0,1,0,0,0,0,0
ISIC_0026426,0,1,0,0,0,0,0
ISIC_0026427,0,1,0,0,0,0,0
ISIC_0026428,0,1,0,0,0,0,0
ISIC_0026429,0,1,0,0,0,0,0
ISIC_0026430,1,0,0,0,0,0,0
ISIC_0026431,0,1,0,0,0,0,0
ISIC_0026432,0,1,0,0,0,0,0
ISIC_0026433,0,0,1,0,0,0,0
ISIC_0026434,0,1,0,0,0,0,0
ISIC_0026435,0,1,0,0,0,0,0
ISIC_0026436,0,1,0,0,0,0,0
ISIC_0026437,0,1,0,0,0,0,0
ISIC_0026438,1,0,0,0,0,0,0
ISIC_0026439,0,0,1,0,0,0,0
ISIC_0026440,0,1,0,0,0,0,0
ISIC_0026441,0,0,0,0,1,0,0
ISIC_0026442,0,0,1,0,0,0,0
ISIC_0026443,0,0,0,0,1,0,0
ISIC_0026444,0,0,0,0,1,0,0
ISIC_0026445,0,1,0,0,0,0,0
ISIC_0026446,0,0,0,0,1,0,0
ISIC_0026447,0,1,0,0,0,0,0
ISIC_0026448,0,1,0,0,0,0,0
ISIC_0026449,0,1,0,0,0,0,0
ISIC_0026450,0,1,0,0,0,0,0
ISIC_0026451,0,1,0,0,0,0,0
ISIC_0026452,0,1,0,0,0,0,0
ISIC_0026453,0,0,1,0,0,0,0
ISIC_0026454,0,1,0,0,0,0,0
ISIC_0026455,0,1,0,0,0,0,0
ISIC_0026456,0,0,0,0,0,0,1
ISIC_0026457,0,0,0,1,0,0,0
ISIC_0026458,1,0,0,0,0,0,0
ISIC_0026459,0,1,0,0,0,0,0
ISIC_0026460,0,1,0,0,0,0,0
ISIC_0026461,0,1,0,0,0,0,0
ISIC_0026462,0,1,0,0,0,0,0
ISIC_0026463,0,1,0,0,0,0,0
ISIC_0026464,0,1,0,0,0,0,0
ISIC_0026465,0,1,0,0,0,0,0
ISIC_0026466,0,0,0,1,0,0,0
ISIC_0026467,0,0,0,0,0,0,1
ISIC_0026468,0,0,0,1,0,0,0
ISIC_0026469,0,1,0,0,0,0,0
ISIC_0026470,0,1,0,0,0,0,0
ISIC_0026471,0,0,0,0,0,1,0
ISIC_0026472,0,1,0,0,0,0,0
ISIC_0026473,0,0,0,0,0,1,0
ISIC_0026474,0,1,0,0,0,0,0
ISIC_0026475,1,0,0,0,0,0,0
ISIC_0026476,0,1,0,0,0,0,0
ISIC_0026477,0,0,0,0,1,0,0
ISIC_0026478,0,1,0,0,0,0,0
ISIC_0026479,0,1,0,0,0,0,0
ISIC_0026480,0,1,0,0,0,0,0
ISIC_0026481,0,0,0,0,1,0,0
ISIC_0026482,0,1,0,0,0,0,0
ISIC_0026483,0,1,0,0,0,0,0
ISIC_0026484,0,1,0,0,0,0,0
ISIC_0026485,0,1,0,0,0,0,0
ISIC_0026486,0,1,0,0,0,0,0
ISIC_0026487,0,1,0,0,0,0,0
ISIC_0026488,0,1,0,0,0,0,0
ISIC_0026489,1,0,0,0,0,0,0
ISIC_0026490,0,0,0,0,0,0,1
ISIC_0026491,0,1,0,0,0,0,0
ISIC_0026492,0,0,0,1,0,0,0
ISIC_0026493,0,0,0,0,1,0,0
ISIC_0026494,0,1,0,0,0,0,0
ISIC_0026495,0,1,0,0,0,0,0
ISIC_0026496,0,0,1,0,0,0,0
ISIC_0026497,0,1,0,0,0,0,0
ISIC_0026498,0,1,0,0,0,0,0
ISIC_0026499,0,1,0,0,0,0,0
ISIC_0026500,1,0,0,0,0,0,0
ISIC_0026501,0,1,0,0,0,0,0
ISIC_0026502,0,1,0,0,0,0,0
ISIC_0026503,0,1,0,0,0,0,0
ISIC_0026504,0,1,0,0,0,0,0
ISIC_0026505,0,1,0,0,0,0,0
ISIC_0026506,1,0,0,0,0,0,0
ISIC_0026507,0,1,0,0,0,0,0
ISIC_0026508,0,1,0,0,0,0,0
ISIC_0026509,0,1,0,0,0,0,0
ISIC_0026510,0,1,0,0,0,0,0
ISIC_0026511,0,0,0,0,1,0,0
ISIC_0026512,0,1,0,0,0,0,0
ISIC_0026513,0,1,0,0,0,0,0
ISIC_0026514,0,0,0,0,1,0,0
ISIC_0026515,0,1,0,0,0,0,0
ISIC_0026516,1,0,0,0,0,0,0
ISIC_0026517,0,1,0,0,0,0,0
ISIC_0026518,0,1,0,0,0,0,0
ISIC_0026519,0,1,0,0,0,0,0
ISIC_0026520,0,1,0,0,0,0,0
ISIC_0026521,0,1,0,0,0,0,0
ISIC_0026522,0,0,0,1,0,0,0
ISIC_0026523,0,0,0,0,1,0,0
ISIC_0026524,0,0,0,0,1,0,0
ISIC_0026525,0,0,0,1,0,0,0
ISIC_0026526,0,0,0,0,1,0,0
ISIC_0026527,0,1,0,0,0,0,0
ISIC_0026528,0,0,1,0,0,0,0
ISIC_0026529,0,1,0,0,0,0,0
ISIC_0026530,0,0,0,0,1,0,0
ISIC_0026531,1,0,0,0,0,0,0
ISIC_0026532,0,0,0,0,1,0,0
ISIC_0026533,0,1,0,0,0,0,0
ISIC_0026534,0,1,0,0,0,0,0
ISIC_0026535,0,1,0,0,0,0,0
ISIC_0026536,0,1,0,0,0,0,0
ISIC_0026537,0,1,0,0,0,0,0
ISIC_0026538,0,0,0,0,1,0,0
ISIC_0026539,0,0,0,0,1,0,0
ISIC_0026540,0,1,0,0,0,0,0
ISIC_0026541,0,1,0,0,0,0,0
ISIC_0026542,0,1,0,0,0,0,0
ISIC_0026543,0,1,0,0,0,0,0
ISIC_0026544,0,1,0,0,0,0,0
ISIC_0026545,1,0,0,0,0,0,0
ISIC_0026546,0,1,0,0,0,0,0
ISIC_0026547,0,1,0,0,0,0,0
ISIC_0026548,0,1,0,0,0,0,0
ISIC_0026549,0,0,0,1,0,0,0
ISIC_0026550,0,1,0,0,0,0,0
ISIC_0026551,0,1,0,0,0,0,0
ISIC_0026552,0,1,0,0,0,0,0
ISIC_0026553,0,0,0,0,1,0,0
ISIC_0026554,0,1,0,0,0,0,0
ISIC_0026555,0,1,0,0,0,0,0
ISIC_0026556,0,0,0,0,1,0,0
ISIC_0026557,0,1,0,0,0,0,0
ISIC_0026558,1,0,0,0,0,0,0
ISIC_0026559,0,1,0,0,0,0,0
ISIC_0026560,0,1,0,0,0,0,0
ISIC_0026561,0,1,0,0,0,0,0
ISIC_0026562,0,1,0,0,0,0,0
ISIC_0026563,0,1,0,0,0,0,0
ISIC_0026564,0,1,0,0,0,0,0
ISIC_0026565,0,1,0,0,0,0,0
ISIC_0026566,0,0,0,0,1,0,0
ISIC_0026567,0,0,0,0,1,0,0
ISIC_0026568,0,1,0,0,0,0,0
ISIC_0026569,0,1,0,0,0,0,0
ISIC_0026570,0,1,0,0,0,0,0
ISIC_0026571,1,0,0,0,0,0,0
ISIC_0026572,0,1,0,0,0,0,0
ISIC_0026573,0,1,0,0,0,0,0
ISIC_0026574,0,0,1,0,0,0,0
ISIC_0026575,0,0,0,1,0,0,0
ISIC_0026576,0,0,0,0,1,0,0
ISIC_0026577,0,1,0,0,0,0,0
ISIC_0026578,0,1,0,0,0,0,0
ISIC_0026579,0,1,0,0,0,0,0
ISIC_0026580,0,1,0,0,0,0,0
ISIC_0026581,0,1,0,0,0,0,0
ISIC_0026582,0,1,0,0,0,0,0
ISIC_0026583,0,1,0,0,0,0,0
ISIC_0026584,0,1,0,0,0,0,0
ISIC_0026585,0,1,0,0,0,0,0
ISIC_0026586,1,0,0,0,0,0,0
ISIC_0026587,0,1,0,0,0,0,0
ISIC_0026588,0,1,0,0,0,0,0
ISIC_0026589,0,1,0,0,0,0,0
ISIC_0026590,0,0,0,0,1,0,0
ISIC_0026591,0,1,0,0,0,0,0
ISIC_0026592,0,1,0,0,0,0,0
ISIC_0026593,0,0,1,0,0,0,0
ISIC_0026594,0,1,0,0,0,0,0
ISIC_0026595,0,1,0,0,0,0,0
ISIC_0026596,1,0,0,0,0,0,0
ISIC_0026597,0,1,0,0,0,0,0
ISIC_0026598,0,1,0,0,0,0,0
ISIC_0026599,0,1,0,0,0,0,0
ISIC_0026600,0,1,0,0,0,0,0
ISIC_0026601,0,1,0,0,0,0,0
ISIC_0026602,0,1,0,0,0,0,0
ISIC_0026603,0,1,0,0,0,0,0
ISIC_0026604,1,0,0,0,0,0,0
ISIC_0026605,0,1,0,0,0,0,0
ISIC_0026606,0,0,0,0,1,0,0
ISIC_0026607,0,0,0,0,1,0,0
ISIC_0026608,0,1,0,0,0,0,0
ISIC_0026609,0,1,0,0,0,0,0
ISIC_0026610,0,1,0,0,0,0,0
ISIC_0026611,0,1,0,0,0,0,0
ISIC_0026612,0,1,0,0,0,0,0
ISIC_0026613,0,1,0,0,0,0,0
ISIC_0026614,0,0,0,0,1,0,0
ISIC_0026615,0,1,0,0,0,0,0
ISIC_0026616,0,1,0,0,0,0,0
ISIC_0026617,0,1,0,0,0,0,0
ISIC_0026618,0,1,0,0,0,0,0
ISIC_0026619,0,1,0,0,0,0,0
ISIC_0026620,0,1,0,0,0,0,0
ISIC_0026621,0,1,0,0,0,0,0
ISIC_0026622,1,0,0,0,0,0,0
ISIC_0026623,0,0,0,0,1,0,0
ISIC_0026624,0,1,0,0,0,0,0
ISIC_0026625,0,0,0,1,0,0,0
ISIC_0026626,0,0,0,1,0,0,0
ISIC_0026627,0,1,0,0,0,0,0
ISIC_0026628,0,1,0,0,0,0,0
ISIC_0026629,0,0,0,0,0,1,0
ISIC_0026630,0,1,0,0,0,0,0
ISIC_0026631,0,0,0,0,1,0,0
ISIC_0026632,0,1,0,0,0,0,0
ISIC_0026633,0,1,0,0,0,0,0
